default,student,balance,income
No,No,1403.8398341834,43225.0418957429
No,No,460.1398044177,52708.5598496177
No,No,1218.2198871289,36290.16200667
No,No,903.987020157,51705.2716003957
No,Yes,1473.6959310051,19759.5018682479
No,No,525.5156820223,50763.9840052729
Yes,Yes,1874.8226124375,14957.8163342872
No,No,700.6223878445,42023.8887828787
No,Yes,1164.6669660958,23297.1578875709
No,Yes,1803.766349281,23201.826982472
No,Yes,451.7115230668,22483.0958101843
No,No,1101.9844604696,36231.8538227436
No,Yes,1343.7771240148,28198.005353463
No,No,606.4358764646,38897.0794077548
No,No,0,45380.6567630619
No,Yes,0,20963.3831145759
No,No,1140.8201517886,36495.0553896058
No,No,1597.6474018732,42515.0888693793
No,Yes,521.8414792562,10316.3367412718
No,Yes,837.5214934567,13215.7858131515
No,No,390.3103152911,42322.246697405
No,Yes,806.4819727269,22127.0817878431
No,No,890.2666462686,38376.0906470453
No,Yes,237.3830296266,21376.6832351471
No,Yes,808.396167027,11804.0344760529
No,No,694.3909457055,46128.8647070701
No,No,492.2539454549,42143.1984404939
No,Yes,460.5954148278,12939.009089927
No,Yes,838.4599545305,19805.8752348908
No,No,675.8425047195,38173.9257538527
No,No,625.419874645,47406.2407650345
No,No,474.7692354791,30799.949385159
No,No,1024.8236567327,46113.6471170703
No,No,696.1075769934,40325.38480824
No,Yes,953.53365844,25820.5874829041
No,No,1143.8552305067,50690.2576998117
No,Yes,683.4413004052,22595.4539568037
No,No,644.604409116,30276.5707302591
Yes,Yes,2034.6747178213,17133.9659619014
No,Yes,1345.4916235182,12235.3876699232
No,Yes,1307.0870915147,18082.5548896089
No,No,705.500524264,52559.0312585917
No,No,0,47725.5215295292
No,No,501.169619688,35664.8053896805
No,No,991.5209236041,30775.5207643452
No,Yes,956.6922342483,19594.5490428608
No,No,353.6499923874,30726.2856927119
No,No,838.9240600672,47864.4189213508
No,Yes,353.6527609246,20531.4965369275
No,Yes,751.243140186,16475.0275586338
No,No,991.1584083185,42767.6902792807
No,Yes,1096.4896471406,17856.265031594
No,No,0,35577.425283317
No,Yes,485.6531777835,16099.9179399102
No,No,850.4665937192,34367.6765291129
No,Yes,0,17695.8401686948
No,Yes,766.6355370822,21718.8136181928
No,No,309.1791625156,31232.0708902559
No,No,244.662374522,29275.115419093
Yes,Yes,1013.2168863816,19651.2617936432
No,No,357.5921566997,48565.0177083166
No,Yes,1908.2420079174,17642.6266276482
No,No,1449.1357076999,40495.4721803858
No,No,464.4163011968,38236.740022089
No,No,1491.7075452802,40637.4479829066
No,No,256.8941868471,39019.8757442
No,No,0,35025.9713946151
No,No,817.6210891033,43705.822710524
No,Yes,888.3063207624,22901.6339371219
No,No,1240.754604576,51511.2975985728
No,Yes,959.8542275914,18481.7526600941
No,No,1281.4488488096,48837.3787603345
No,Yes,1577.6754306074,11951.4786137937
No,Yes,1444.114268448,21441.0121279953
No,Yes,647.6702879291,13618.3477949365
No,No,720.1649186939,43654.2303440958
No,No,64.1547933628,47969.0051087279
No,Yes,546.0286640996,21615.2690793228
No,Yes,1102.1272768404,14009.9429940502
No,No,341.3222904523,33808.3361791774
No,No,710.3946335353,31483.3472045777
No,Yes,282.8315188276,13371.055021089
No,No,544.2251816266,46149.5102207517
No,No,1585.8603725485,42709.4918931997
No,No,0,28784.4692369344
No,No,1033.4262717624,43594.7623211524
No,No,1131.0536460322,38834.2362457054
No,No,1116.7203565628,33716.1775223316
Yes,No,2155.2889861034,34787.2526819072
No,No,732.0566465604,39433.4806360451
No,No,591.6362697708,33852.3096699306
No,No,0,63251.307626935
No,No,916.7291771551,37212.8085297821
No,No,611.3372902207,38389.2825323233
No,No,258.629672516,33327.9377775435
No,Yes,357.595665269,18141.0028164559
No,No,813.1738871239,49274.3828394648
No,No,801.8027115159,46182.2570982408
No,No,430.4906483077,39921.1369084698
No,No,1352.9955319855,34089.0331773621
No,Yes,1040.8802119631,19427.8142430555
No,No,1305.7746977541,34412.116373967
No,No,1294.7617064252,37712.3868971499
No,Yes,583.2954820298,23694.3673679543
No,Yes,1409.2991781164,21508.5015068054
No,No,886.2166287862,40486.8594433597
No,No,515.6197997104,39638.6396270428
No,No,1866.3046525582,58710.8876485058
No,No,657.7057207181,41224.7968784511
No,No,270.2243328618,49128.0371444139
Yes,Yes,2024.6601698401,9663.7881589584
No,Yes,497.0569883448,23119.1350274858
No,No,48.7255629593,37957.9021382577
No,No,440.0245428323,49358.4257857338
No,No,1217.9486598006,43996.0139956854
No,Yes,1203.9822596426,21524.318420608
No,Yes,1493.8735617405,15626.6594167928
No,No,0,48025.6168546343
No,No,1204.9543480336,47167.9384961006
No,No,945.6697174695,39928.2438966955
No,Yes,807.5955718071,16926.3733350784
No,No,1493.3574345851,51510.1480660087
No,Yes,451.9124614688,22316.2613245872
No,No,997.0278822711,35591.3872732176
No,No,1082.0743936336,30627.4616912529
No,Yes,1001.3488862014,19314.9223285455
No,No,1058.6275138441,49380.0784348946
No,No,245.3464925181,42703.0186661609
No,No,579.3818248818,32296.2634047504
No,No,1180.935713965,35352.1517992282
No,No,969.0830284844,45192.338963931
No,No,0,44561.3254511423
No,Yes,714.1754996682,19995.8563982326
No,No,0,36379.5188526604
No,Yes,100.8507591387,17315.1301918906
No,No,1856.5308755135,33498.8345204157
No,No,620.4573093175,41059.0965018736
Yes,No,1815.7925200065,31632.5838611298
No,No,1508.1450143394,31101.0812174785
No,No,1170.916975714,38712.4200991916
Yes,No,2063.5719344501,37372.7584928128
No,Yes,284.8415771988,20477.837227372
No,No,878.4461098783,29561.7830760682
Yes,Yes,1740.7683058797,18161.2440790232
Yes,No,1994.3950662003,44794.3375042287
No,No,1290.1792120667,42813.975170851
No,No,441.3369832198,55970.9233586644
No,Yes,1790.4137252276,22953.4310754149
No,No,821.2504796878,68721.9744687402
No,No,341.0403786049,40255.4675973271
No,No,216.9616918051,31742.9944511373
No,No,48.2379899936,37536.3614328607
No,No,501.360657821,49897.300730356
No,No,623.6184284293,54008.1958257334
No,No,752.7393781896,38671.7859860491
No,No,0,38665.8702365134
No,No,413.1145947298,63793.5576339873
No,Yes,127.6633751251,13942.2441190945
Yes,No,1361.7357905792,50322.355320138
No,No,592.6115176215,55124.8644992906
No,Yes,947.8509969524,22047.9205558962
No,No,784.1715748452,47322.6891083565
No,No,316.1240080886,37322.9315631556
No,Yes,1246.1171984086,9846.702644487
No,No,680.7064686442,42316.4031121769
No,No,1208.3043757195,38461.0465350321
Yes,No,1292.4302106782,50990.5771675202
No,No,663.6101986855,48089.520547403
No,No,435.5922002142,38830.5180173373
No,No,579.1932810377,36181.8127643826
No,Yes,819.0310646896,22092.7223037395
No,No,603.0203998346,51229.7884696056
Yes,Yes,2654.3225762802,21930.3888786977
No,Yes,0,23274.9761587336
No,Yes,1487.0435446418,21412.3515514101
No,No,1466.7721918699,46875.0835420014
No,No,1168.4885668002,40615.5666922786
No,Yes,592.2969457925,19744.9783929469
No,Yes,1255.9738909659,21757.6763903522
No,No,389.7923810333,53685.4731538122
No,No,604.3043270088,38758.5455337612
No,No,940.3923997037,33874.8145278687
No,No,329.518976607,38150.6349302136
No,Yes,1817.2800718791,20751.4324171627
No,Yes,1055.0637976462,16174.2063787243
No,Yes,536.0102178469,23587.4940781989
No,No,817.4743281163,41994.9253402325
No,No,1244.5635657113,36157.8184658576
No,No,644.8002553301,32298.3085674304
No,No,896.9814679257,35755.7484517946
No,No,527.2715744244,41573.9819083321
No,No,0,51122.5156157189
No,Yes,1427.9405308077,12666.2607692499
No,Yes,1262.4807657029,15636.2573617591
No,No,1283.278482603,46335.8360623501
No,No,887.2014361077,41641.4535720123
No,No,328.0130111303,38500.3995970506
No,Yes,1521.4949491215,18018.9043408893
No,No,1816.9735015648,29897.1818126619
No,No,1534.0070045055,35566.2670692778
No,Yes,1657.1138585803,10852.2931297992
No,No,1270.4569758694,36092.5870995613
No,No,697.932758213,35706.6613545057
No,No,1420.5074802631,37437.7379047098
No,No,695.6690098478,36977.6401878797
No,Yes,212.8213685277,24515.9754650541
No,Yes,929.4111299866,23236.7517512913
No,No,355.0163311842,36327.8770094896
No,Yes,1315.4214446259,21650.4151619057
No,Yes,1006.9941089437,17834.0641906451
Yes,No,1622.4990392531,39228.5414258989
No,No,0,44981.150289516
No,No,1493.7422480688,32742.8582115942
No,No,47.4234792771,29567.857431916
No,No,153.7126336196,54331.5297705247
No,Yes,1260.82817647,22372.287502262
No,Yes,1080.4776622047,18741.3168628509
No,No,1814.105648713,32977.9086247262
No,Yes,1739.8378121612,21593.0128492377
No,No,0,50496.4737233152
No,Yes,138.9063091748,13005.8951509307
No,No,870.3479659397,42397.0998165847
No,Yes,584.4864011166,14017.3905494261
No,Yes,1508.7017760608,25338.2646859801
No,Yes,1282.4749516367,25304.5864378799
No,No,1150.6777116184,38342.2890564805
No,Yes,1010.8485909517,16428.7545549193
No,Yes,1746.297371909,24536.5538729105
No,No,499.8186019409,31335.9607609844
No,No,339.6768042083,43308.965897573
No,No,253.6301022182,50236.5051828946
No,No,690.1857312634,32761.2272146714
No,No,743.0525534282,33556.0164881628
No,No,736.4955216332,49119.3478190345
No,Yes,584.5180961586,19624.5886598667
Yes,Yes,1276.6850826198,19282.4359237479
No,No,399.8771607073,47291.0158892892
No,No,182.2387200041,45937.9768756614
No,No,743.6661696876,37542.5803390161
No,No,615.7266573551,38687.1152204681
No,No,499.1491488841,56343.6104353604
No,No,785.0335169312,45598.9153979293
No,Yes,969.2523410413,16864.0434885401
No,No,841.4900638645,43371.9244400238
No,No,181.1714825842,35175.9035445688
No,No,811.5963666152,38323.7238673524
No,No,1625.6398763247,65026.7389252459
No,No,962.2238379656,43974.0568690248
No,No,617.0250542458,33369.0893641112
No,Yes,478.9236749348,19730.1851629865
No,No,1017.749720703,30227.8632254641
No,No,708.5001616098,35086.9049249202
No,No,423.4079472899,40844.3415096871
No,No,0,29775.1588729276
No,Yes,935.6936350429,25362.3218840663
No,No,0,51719.3748711348
No,Yes,1757.8454588582,17426.5197120225
No,No,733.5453865337,30638.2161878522
No,Yes,1050.4093860366,16746.0628214843
No,No,25.8003766684,44091.687910866
No,No,646.0812402036,36686.9594469989
No,No,536.5174942303,28629.4636706794
No,No,542.2771433355,52447.2193378773
No,No,811.7699461362,46076.3022364223
No,Yes,911.76082448,21082.5527948271
No,No,621.3034989054,50474.9790084357
No,No,549.3931276955,39131.4948805194
No,No,929.2971541955,42503.4097188356
No,No,154.6639204377,44714.3716756576
No,No,36.2350412346,49075.9815581156
No,No,718.5952535901,39157.7899326726
No,No,379.1003606439,31350.9286329779
No,No,904.3357111936,30890.745549857
No,No,343.4938297813,67930.3436152597
No,Yes,502.26108694,13572.748909077
No,Yes,1231.5588246542,15727.6696283886
No,No,456.8715128417,54894.1644540352
No,Yes,1112.129918995,22709.4334546068
No,No,1063.7128609861,36475.0979894526
No,Yes,895.823244917,19825.6298997185
No,No,1407.0921424567,43677.9764174713
No,No,418.4983440505,29856.471677401
No,No,650.0461100159,46137.9329673966
No,No,847.7729672017,42193.5975640784
No,No,1185.1597342853,35793.3485205462
No,No,1315.609131464,54833.0555196068
No,No,0,32809.33478523
No,No,629.0877709883,32296.9316451165
No,No,326.6700184531,50562.4903339961
No,No,0,35775.3169310198
No,No,1077.7330834723,50334.8541187515
No,No,1256.186729948,31706.1785617479
No,No,1356.7298360905,37664.0373894486
No,No,564.1282921409,37695.7753708914
No,No,793.9709694806,41931.585345531
No,Yes,412.3886361745,9892.1275493933
No,Yes,810.6685872806,19925.7437697109
No,Yes,1273.8357763319,15593.6416810446
No,No,1386.6684780625,56325.4493583427
No,Yes,574.6731442564,22814.3464399736
No,Yes,1614.1416379724,11334.2924739847
No,No,0,45642.7619356526
No,No,949.9967068178,32676.2307500825
No,Yes,618.7567523417,18297.3277705301
No,No,1408.1761190365,47496.1643104349
No,No,465.9198783643,41133.9485633097
No,No,952.927819303,44894.4429254273
No,Yes,17.6095775951,13739.7546026196
No,Yes,989.8845974213,23416.5004655854
No,Yes,1817.1711764017,24601.0374851681
No,No,746.8365104729,41294.4522465602
No,No,549.0649295343,58539.4142705508
No,Yes,993.0495382273,20538.5457418214
No,Yes,1447.4181082241,16658.4240877415
No,Yes,598.218194372,19794.5764098749
No,Yes,79.9899964023,14390.8131164386
No,No,641.2545874158,31306.5348373144
No,Yes,562.8376982641,25068.0464477888
No,Yes,448.2432106907,23540.8910274387
No,Yes,1134.6965724664,20068.0185456427
No,No,1649.2116069367,42148.7438795368
No,Yes,817.6766467078,22339.8854145467
No,Yes,948.1513026099,18107.3571528728
No,Yes,1180.0180862323,19871.2067440711
No,No,761.1876588366,54681.8283898569
No,No,420.4958318557,58264.205816867
No,Yes,1841.4085338139,18000.7046803395
No,No,1558.86107533,45255.9671130598
No,Yes,220.6595333997,20148.5797584961
No,No,325.8701314596,35015.2689694775
No,No,1272.4773858983,42671.3185857913
No,No,906.2310970843,46715.2346835251
No,No,1070.8100481704,35979.4701445554
No,Yes,0,15572.0212631125
No,No,1453.2928721261,43370.7578850906
No,No,1207.2878520836,33671.4595004888
No,No,1118.2199230073,32632.9130726689
No,No,1281.9215726881,56778.4153893202
No,Yes,878.9983935524,12054.8590388342
No,No,735.1033376705,51403.7159698486
No,No,914.341082342,43460.1663790825
No,No,1063.5923292372,38057.3335707839
No,No,331.8428276895,37264.6948218815
No,No,838.5789047538,43501.2575307341
No,No,418.2996427657,49670.02198153
No,Yes,2133.745480941,19675.5075861463
No,No,1651.3225527441,34024.6636828514
No,Yes,1152.973271876,13036.0667091531
No,Yes,1065.256355418,16658.9472446304
No,No,486.6526399221,30838.629697034
No,Yes,770.8266665097,18896.728996789
No,No,1202.4634888229,42818.6431073491
No,No,323.8001014361,34576.4920335218
Yes,No,2062.8706284492,30839.1806730601
No,No,1058.2843316214,39314.5134702092
No,No,796.0250533105,38443.8964134579
No,Yes,1379.7700166326,15509.4093982645
No,No,1114.1160074386,40359.9672061569
No,No,821.6071022854,50689.1932164429
No,No,1079.965765152,43215.8058047755
No,Yes,662.9953630325,12008.3357418696
No,Yes,1343.7015490872,27168.4082179624
No,Yes,553.4557367925,21358.4206646296
No,No,472.9540550298,63759.787033535
No,Yes,1806.551672286,17648.1976000877
No,Yes,855.2269959237,15348.7066607031
No,Yes,790.5543285987,20568.8272424665
No,No,1380.1440320142,48087.825053096
No,No,1522.5308015488,30765.5637963114
No,Yes,967.349047281,14725.1409118618
No,Yes,886.2211404042,12796.0589938103
No,No,1351.325422698,46663.3922059486
No,No,294.0187903129,59128.5034044914
No,No,1756.0507163676,52497.5856036506
No,No,439.4963640122,46784.9448129273
No,No,725.7832919047,35503.6442079735
No,No,1049.9467684387,43172.3271897794
No,No,1138.6288594242,36978.4593789249
No,No,568.2242545566,39873.2428466328
No,No,0,43160.324200842
No,No,572.6658575661,42285.2852956933
No,No,1270.3931781166,43032.2715865563
Yes,No,1926.5990821271,59224.4527589955
No,No,547.174974933,36969.0032256196
No,No,907.6331039905,28577.0965501992
No,No,282.8892177016,42132.0738127017
No,Yes,811.9650451727,12853.175607259
No,Yes,1305.1044525806,20573.5538687732
No,Yes,533.9165429184,21390.6866179289
No,Yes,1420.5961395038,20197.8115347314
No,No,89.3129240969,39915.4535908417
No,No,839.0409200454,36665.7014593259
No,No,522.153457638,40717.1625219394
No,No,488.7211262537,46503.1661460333
No,Yes,983.2685029935,24554.2715630512
No,No,442.6659005848,43991.8123694379
No,Yes,977.5893720498,17637.7341978841
No,Yes,317.2679998101,17801.5372223518
No,No,629.3201832348,52089.633050086
No,No,1328.3341034674,39877.6124571625
No,Yes,1486.3772996012,19164.3503996306
No,Yes,1204.2414702326,19302.90147641
No,Yes,1367.7865145273,12449.27903567
No,No,226.2992253711,34305.2560781237
No,No,902.4163952423,37905.6314758056
No,No,462.0042895527,33157.3621976191
No,No,846.1312947725,29812.0877039202
No,Yes,951.5885363151,12163.1848463548
No,No,1079.8232987198,44390.7160538533
No,Yes,1395.6689865878,21374.5921195464
No,No,828.8895451959,52560.907351965
No,No,829.8842620654,40749.7874334028
No,No,1626.1694187439,32827.7028585804
No,No,1057.633173633,37229.8073120709
No,No,729.22599086,35633.5029167277
No,Yes,154.8755315548,20685.4574218412
No,No,0,40766.6953402928
No,No,528.5692049466,42249.3569999467
No,Yes,132.1045587481,20065.722478815
No,Yes,2149.3368116539,15093.827527253
No,Yes,596.5392560386,9518.8323320723
No,Yes,1883.0654560474,23989.8924556863
No,Yes,748.0592282659,17362.8074609483
No,No,1046.9181213387,42376.5021708491
No,No,310.1302238833,37697.2201903282
No,Yes,1065.5210761504,21129.2344637769
No,Yes,1097.0674807878,20564.1257982162
No,No,1154.858678396,57640.9169618088
Yes,No,2049.0298451449,52568.9088071495
No,No,1398.6524673521,34194.082402249
No,No,130.3468224831,53852.755086508
No,No,1400.1631868846,52343.4771775422
No,No,0,51740.4215992712
No,Yes,552.3342395596,21262.5663587934
No,No,0,58233.020960533
No,No,0,38249.9823756967
No,Yes,655.5101262939,15771.4924298364
No,Yes,100.3554329542,13940.6026640982
No,Yes,1103.0035654921,25385.6019398336
No,Yes,928.2334115047,20932.6920591533
No,Yes,420.257063909,24703.9980491056
No,No,307.7305625903,48123.5510489485
No,No,733.0760867484,40056.1003653385
No,No,851.5646599314,33211.1755013218
No,No,1300.3371816888,47580.5438257053
No,Yes,203.9661270219,16433.6742949772
No,Yes,1557.525571428,17132.312357933
No,No,0,41359.8916092437
No,No,1136.4550313511,47721.2737069072
No,No,986.1815438094,34780.9543914093
No,No,452.8271077257,62912.4443393412
No,No,775.4935594682,46025.8708003111
No,Yes,926.0781635813,17660.8072407267
No,No,844.4654791059,44518.3952707398
No,No,391.5583580256,45822.5243565918
No,Yes,1283.0285557072,15638.0065909407
No,Yes,1343.2435165488,7032.0600089306
No,Yes,1049.4200360763,15815.3439749118
No,Yes,728.9858382057,17360.5229950272
No,Yes,1203.1032564331,19967.863098697
No,No,221.334856461,31764.2029103442
No,No,149.2232187558,36550.3334635728
No,Yes,962.4665364387,14606.0900592801
No,No,1166.2131855368,36324.6788608866
Yes,Yes,2207.5990538664,19780.7635185799
No,Yes,1244.923510986,24291.4079834424
No,No,913.4535992106,52793.1802484307
Yes,No,1315.558765439,35456.6960512827
No,No,80.7149257731,37651.567826129
No,Yes,745.2211412366,24689.5184815316
No,No,1505.0940829015,43036.1211524722
No,Yes,903.4388119687,13028.1508626046
No,No,250.9888203596,33568.5315548661
No,No,857.1507423193,34691.3221784726
No,No,92.9756885589,49608.5864392816
No,No,1363.3103788042,35387.6989212415
No,No,146.8971527422,41872.1725190737
No,Yes,2014.4976475738,15728.93807223
No,No,1112.4685239758,43201.5204912199
No,Yes,237.1635863666,25219.9830590923
No,No,1018.3667900265,47723.3267841425
No,No,150.3023856846,39730.1650335799
No,No,1074.1240403191,47517.8669242321
No,No,0,30098.4215418435
No,Yes,1205.9450405362,12950.81642991
No,Yes,713.2463933809,20549.851899935
No,No,1351.8529658456,40177.95896223
No,No,254.7280578975,53696.832200196
No,Yes,842.2559874088,23310.2288610289
No,No,390.9808235428,47083.4314972953
No,Yes,639.4683036208,12323.3498411588
No,Yes,514.3349872563,27443.9752498741
No,No,791.6633417746,48127.6261396151
No,Yes,1204.9179044211,11339.1567691282
No,No,1000.5254382131,53680.9837392223
No,Yes,810.3080124176,16248.4555455672
No,No,797.8653932716,43717.0684112059
No,No,0,46461.3201193472
No,No,990.1447722876,48040.6018919919
No,Yes,284.0505519614,15352.3597814414
No,No,1080.3212811841,48226.7297027404
No,No,792.974067741,28674.6706260091
No,No,528.67684482,39925.1847361413
No,No,692.0528223887,39586.8490171988
No,No,1085.5202348731,36746.3203519003
No,No,567.7041783362,50643.3162179576
No,No,1190.061303293,41965.8799496593
No,Yes,289.3569473539,15715.5006522284
No,No,373.1788864179,30826.0750245479
No,No,733.2005690789,38592.0420222931
No,Yes,1095.6120021489,10450.7448786067
No,No,1117.629703698,61940.0157774647
No,No,505.0151281116,43658.813144044
No,Yes,230.1591686858,24776.6931484107
No,No,586.7756504009,32622.3761384089
No,Yes,513.7976776812,15540.4543835634
No,Yes,1212.7566620283,13722.900826077
No,No,578.4836466025,45066.2073302758
No,No,1229.5203015589,59755.0301243891
No,Yes,1829.9099412937,21018.9601164828
No,Yes,973.2644799972,16984.6107557205
No,No,781.6677859154,49427.5177211641
No,No,652.2027613755,36348.2962358233
No,No,762.9231976776,50293.8722536696
No,Yes,843.6424315017,17992.3171675151
No,Yes,1316.2109831173,16327.6259820021
No,Yes,559.9031825778,9357.759248279
No,No,355.0300657419,52926.7777630445
No,No,1635.2029020013,31541.094039298
No,No,696.895693166,63952.3134935061
No,No,444.0427026864,47857.7146122207
No,No,1585.5250890915,49011.4156672029
No,No,1322.0809830351,48906.5183241643
No,No,941.7416322886,34559.6465423569
No,Yes,1426.0141773648,20779.6789340972
Yes,Yes,1359.2139474325,25548.4874099867
No,No,1504.5693858915,36697.4019859209
No,No,48.2656403156,32081.0922978199
No,No,0,47393.328688244
No,Yes,802.3692670716,18999.5252923259
No,No,600.9390902516,43846.2088931824
No,No,1440.0257126589,41814.8038417079
No,Yes,1184.2044431377,23235.6567863856
No,No,31.8620653736,33702.6511297977
No,No,580.3790561266,55724.2712260263
No,Yes,591.9864698954,8815.1763760225
No,No,915.5920093709,37720.1872737065
Yes,No,2006.9861730126,50033.5331529481
No,Yes,1216.5862503291,18140.6239934368
No,No,970.925552199,46051.8683748365
No,No,664.7189435134,36998.5660140661
No,No,873.8796085649,46203.9095502441
No,No,444.2814001299,56881.2065664973
No,No,641.7604481144,44857.7012299345
No,Yes,1106.3236941682,21202.0300750189
No,No,616.5546497972,46107.2079296282
No,No,1164.3621402654,38759.7305513767
No,No,23.2983318114,37975.5389792909
No,No,717.4344201827,45267.819845936
No,No,167.5841566919,49087.2556946302
No,No,821.8532926448,35358.3927357629
No,No,769.6667018999,39401.4750601507
No,No,0,37343.4168074676
No,No,1038.7002658579,33783.7142156398
No,Yes,1050.1513326926,16963.8126910891
No,Yes,927.6321006473,20640.7741049258
No,No,1014.7226287056,38780.7897165122
No,Yes,1391.4415971628,11685.6454285004
No,No,290.48306702,47724.2397601074
No,Yes,1240.7240122254,19702.7994991218
No,No,636.6060454593,31870.5514728832
No,No,1665.0369730271,48295.5251505377
No,No,825.9559446522,31661.6259861064
No,No,0,61608.5320455831
No,Yes,1152.1244189879,18644.4000439626
No,Yes,711.0398753041,22000.1065648767
No,No,1221.0831226742,29370.5849131354
No,No,781.291702589,36744.5682634056
No,No,0,41671.2094610296
No,No,919.300136081,33866.3633768088
No,No,155.989916941,50135.8501709004
No,No,0,42616.6015727837
No,Yes,1520.8516447536,20044.0814993756
No,No,407.321538164,38285.4149141094
No,No,705.197176762,35864.0117216156
No,Yes,916.1289706395,28839.5837329101
No,No,1083.2811870444,45260.4166799581
No,Yes,771.1332613963,20655.0710742505
No,No,1700.2949761481,53844.5789864386
No,No,679.2668047737,36694.7502626291
No,No,762.9914906943,44162.3628946132
No,Yes,1196.5369959758,25651.5363814897
No,No,627.3837595855,47489.2830811426
No,Yes,1175.7990568146,18178.0819336875
No,No,660.2005712298,33598.089137525
No,Yes,822.6253242652,10923.3816767271
No,No,842.4075391226,38161.7386616171
No,No,1248.3996847802,41555.8109876492
No,Yes,1405.8766538056,27071.322496909
No,No,419.7020001307,44989.7628489879
No,Yes,91.7339465034,19153.7284337776
No,No,157.0034532345,50131.8788806077
No,No,666.5299506508,51876.4896525719
No,No,806.7812410794,55735.5491959437
No,No,0,44754.2488808886
No,No,1378.2664361038,40228.9341678732
No,No,596.1826888891,55591.0589187562
No,No,102.4698629107,44600.4319739208
No,No,637.2169994329,48461.9094371498
No,No,403.0414814439,29200.9837620227
No,No,619.5151739029,53747.5491352023
No,No,1111.6907664099,31059.4626439165
No,No,1235.4857679635,29992.185950678
No,No,850.3855683803,45530.3770572617
Yes,Yes,2352.0549493152,24067.5481040571
No,No,1518.3525145751,53971.7305926683
No,No,0,47935.283197733
No,No,541.9440017981,37640.3002604157
No,Yes,1401.1936090506,17688.8564659358
No,No,329.4656843469,46028.0154528353
No,No,1133.4149388708,36456.9490261566
No,Yes,488.9570120764,15912.3045797469
No,No,783.7975633159,33151.5672432225
No,Yes,246.081818997,20046.7724578198
No,Yes,860.9177306361,11575.7021870812
No,No,1838.1948610697,32308.024036755
No,Yes,918.8288881451,16110.9904627923
No,No,951.6202259637,41689.5683729734
No,No,749.1147396437,46478.1051575446
No,No,70.1854776566,36216.9635264652
No,No,1002.3512182151,43048.1699151943
No,Yes,0,16156.0291216807
No,Yes,1209.3841983712,12830.8328351056
No,No,527.1727849137,28931.1282763333
No,No,671.7654800062,40907.8081017102
No,No,807.2945307008,49367.7759269551
No,Yes,1189.4647404608,17287.6392061415
No,No,612.1079215767,31367.7130801548
No,No,1.9807344408,42380.8748504793
No,No,507.9075264354,45727.76852889
No,No,1678.1184657295,41813.8923436118
No,No,0,51054.5690234529
No,Yes,378.6721748508,14328.3118855115
No,Yes,1202.7607108354,20973.2596532462
No,Yes,1038.5409970893,21839.720028992
No,No,333.1800574724,29400.4778472657
No,No,1322.2517605997,43802.6272391063
No,Yes,1579.2169959542,15111.9144799438
No,No,852.5307768923,46662.7679457832
No,No,1407.8692079397,43033.9359309394
No,Yes,0,17791.4332277217
No,No,350.1960855114,46893.7319861286
No,Yes,1276.3508390153,27732.2688220081
Yes,No,1288.4069965544,44253.3087353926
No,No,861.3638604359,47969.6772642797
No,No,1209.7566413267,40605.8134050359
No,No,831.5873299964,32203.2718441375
No,No,0,58211.5360729805
No,Yes,1177.3276546111,13737.0503356651
No,No,0,50559.470747056
No,No,61.1833446196,37604.2178046417
No,No,1436.6476691398,38571.3280595237
No,No,343.6431783023,43483.7379647757
No,No,1018.3828710281,30846.8209363716
No,Yes,1173.0981200669,23811.0003015511
No,No,979.8510491359,44869.0469120209
No,No,444.6047963635,51584.3363563541
No,No,282.0424337029,50501.0772381175
No,Yes,1420.0229816214,26424.5390754184
No,No,654.6613600972,32400.4814786393
No,Yes,0,13621.8111912884
No,No,0.0238162971,37981.7806257266
No,Yes,1132.0840570012,15675.5344367768
No,No,1330.4810968515,50459.0468967413
No,No,815.1740232702,37946.9813996175
No,No,1163.3240403993,38323.0844014907
No,No,769.2306365423,49590.0665811938
No,No,698.0788728794,38960.2671895006
No,No,0,41239.0205103957
Yes,Yes,1789.4774747938,17667.7822202713
No,No,1124.966526782,50701.727536775
No,No,1012.2862080704,60697.6336154775
No,No,0,31722.3296748607
No,No,481.7778056042,34478.9529015915
No,Yes,1383.5698235653,17245.0286854431
No,No,856.7704514388,42662.8019755055
No,No,994.011888923,52188.7752690302
No,No,203.3281235061,40490.1449892228
Yes,No,1856.9147165083,33445.6168691596
No,No,566.8727191683,67018.4196136116
No,No,1428.7252580343,51633.4328536076
No,No,1339.1999629974,44257.9352999586
No,Yes,215.6338977638,23221.6193715472
Yes,No,1125.6565618153,34758.1237796202
No,No,514.8594361888,57241.7030807118
No,Yes,564.8027620699,21314.7794434341
No,Yes,705.8830645161,11121.6993090859
No,No,390.0217243003,39029.8570729439
No,No,690.6010977706,43511.3372747162
No,Yes,1596.7010547951,21581.272259309
No,No,1578.4637113484,51413.8402653719
No,Yes,1363.9929568413,18140.3610309984
No,No,0,44712.2316847198
No,No,870.0205679206,40535.3101192342
No,No,629.271891437,35695.0886113163
No,No,217.5124122281,39616.2602452715
No,Yes,1702.9817017157,25203.4567626209
No,No,86.5788882292,31893.2233621957
No,Yes,967.1689244161,27077.6267654492
No,Yes,329.7643312869,17762.7738754145
No,No,51.0723020672,38764.3946808286
No,Yes,740.5778506717,17700.0720673343
No,No,1128.8334750419,45043.9356174808
No,No,1549.2633061346,43240.459025584
